model,strategy,initial_capital,max_bet_pct,liquidity_scaler,n_signals,n_executed,final_capital,roi,max_drawdown,skipped_capital,skipped_concentration
naive_consensus,phat_gt_0.9,100000,0.05,1.0,32850,6512,103917.88136216775,0.03917881362167754,19.590526315791067,0,17976
naive_consensus,phat_gt_0.9,100000,0.05,0.1,32850,4987,100077.45913081238,0.0007745913081237813,285.275051655306,0,5480
naive_consensus,phat_gt_0.9,100000,0.1,1.0,32850,6512,103917.88136216775,0.03917881362167754,19.590526315791067,0,17976
naive_consensus,phat_gt_0.9,100000,0.1,0.1,32850,4987,100077.45913081238,0.0007745913081237813,285.275051655306,0,5480
naive_consensus,phat_gt_0.9,1000000,0.01,1.0,32850,14485,1009119.8935302685,0.009119893530268455,19.590526315849274,0,0
naive_consensus,phat_gt_0.9,1000000,0.01,0.1,32850,5841,1000018.3484678708,1.8348467870848253e-05,285.27505165268667,0,0
naive_consensus,phat_gt_0.9,1000000,0.05,1.0,32850,14485,1009119.8935302685,0.009119893530268455,19.590526315849274,0,0
naive_consensus,phat_gt_0.9,1000000,0.05,0.1,32850,5841,1000018.3484678708,1.8348467870848253e-05,285.27505165268667,0,0
naive_consensus,phat_gt_0.9,1000000,0.1,1.0,32850,14485,1009119.8935302685,0.009119893530268455,19.590526315849274,0,0
naive_consensus,phat_gt_0.9,1000000,0.1,0.1,32850,5841,1000018.3484678708,1.8348467870848253e-05,285.27505165268667,0,0
naive_consensus,phat_gt_0.95,1000,0.01,1.0,21603,1809,685.2754824867498,-0.31472451751325026,314.72451751325025,0,18095
naive_consensus,phat_gt_0.95,1000,0.01,0.1,21603,1103,657.8109761540003,-0.3421890238459997,342.1890238459998,0,16568
naive_consensus,phat_gt_0.95,1000,0.05,1.0,21603,1757,2064.1409710754174,1.0641409710754173,19.59052631578993,0,18195
naive_consensus,phat_gt_0.95,1000,0.05,0.1,21603,1076,840.8082818335622,-0.1591917181664378,163.5414887640526,0,17196
naive_consensus,phat_gt_0.95,1000,0.1,1.0,21603,1755,2359.580958648191,1.359580958648191,19.59052631578993,0,18197
naive_consensus,phat_gt_0.95,1000,0.1,0.1,21603,1077,909.897543390616,-0.09010245660938404,108.75200518827762,0,17195
naive_consensus,phat_gt_0.95,10000,0.01,1.0,21603,2163,11472.844250720236,0.14728442507202363,19.590526315789248,0,17296
naive_consensus,phat_gt_0.95,10000,0.01,0.1,21603,1980,9759.153421711126,-0.02408465782888743,251.42555991940935,0,10495
naive_consensus,phat_gt_0.95,10000,0.05,1.0,21603,2158,11475.22386794564,0.14752238679456406,19.590526315789248,0,17303
naive_consensus,phat_gt_0.95,10000,0.05,0.1,21603,1971,9766.003283862396,-0.02339967161376044,244.66587403236372,0,10523
naive_consensus,phat_gt_0.95,10000,0.1,1.0,21603,2158,11475.22386794564,0.14752238679456406,19.590526315789248,0,17303
naive_consensus,phat_gt_0.95,10000,0.1,0.1,21603,1971,9766.003283862396,-0.02339967161376044,244.66587403236372,0,10523
naive_consensus,phat_gt_0.95,100000,0.01,1.0,21603,5589,102659.21777101645,0.026592177710164543,19.590526315791067,0,8833
naive_consensus,phat_gt_0.95,100000,0.01,0.1,21603,3778,99663.4101947354,-0.0033658980526459345,347.25896315930004,0,0
naive_consensus,phat_gt_0.95,100000,0.05,1.0,21603,5589,102659.21777101645,0.026592177710164543,19.590526315791067,0,8833
naive_consensus,phat_gt_0.95,100000,0.05,0.1,21603,3778,99663.4101947354,-0.0033658980526459345,347.25896315930004,0,0
